created_at,id_str,full_text,quote_count,reply_count,retweet_count,favorite_count,lang,user_id_str,conversation_id_str,username,tweet_url
Tue Oct 24 23:33:50 +0000 2023,1716961227803681045,Teng KIM Rabu daftar... Selamat bertanding pada ketiga pasangan calon..  @ZUL_Hasan Memastikan Prabowo-Gibran Daftar ke KPU Besok https://t.co/cyuSRrnzB9,0,1,1,6,in,2412572689,1716961227803681045,is_pelssy,https://twitter.com/is_pelssy/status/1716961227803681045
Tue Oct 24 23:33:44 +0000 2023,1716961201664753775,"Sekarang Pak @prabowo nggak galak lagi lho, mau tahu alasannya?  https://t.co/QOOIB3vPeU  #PrabowoGibran2024 #prabowogibran #PrabowoUnggul #gibran #jokowi #prabowo",0,1,0,1,in,1478569118869590017,1716961201664753775,andywartawan,https://twitter.com/andywartawan/status/1716961201664753775
Tue Oct 24 23:33:32 +0000 2023,1716961148636160286,"Deklarasi Dukung Prabowo-Gibran, Jaringan Selular Mendadak Gangguan https://t.co/k2MPdyqM6A  #viral #fyp #pancarpos #prabowo #gibran #capres #pemilu #psi #gerindra #deklarasi https://t.co/BhCyq6Lehg",0,0,0,0,in,1219583460672598022,1716961148636160286,Pancar_POS,https://twitter.com/Pancar_POS/status/1716961148636160286
Tue Oct 24 23:33:23 +0000 2023,1716961110929313872,@ajengcute16__ @prabowo @gibran_tweet Masih ingat ini Njeng? https://t.co/egUCXi4nls,0,2,3,11,in,1632891323324977153,1716395937323725273,jehidayat3,https://twitter.com/jehidayat3/status/1716961110929313872
Tue Oct 24 23:32:58 +0000 2023,1716961007493648685,"Jika Prabowo-Gibran Menang Pilpres 2024, Saham Ini Bisa Pesta https://t.co/2W00934eNT",0,1,0,0,in,847372542830444544,1716961007493648685,cnbcindonesia,https://twitter.com/cnbcindonesia/status/1716961007493648685
Tue Oct 24 23:32:55 +0000 2023,1716960995661472129,@AgusYudhoyono @prabowo @gibran_tweet Salah langkah bos 😂,0,0,0,0,in,3301880102,1716305800397000801,AFallugah,https://twitter.com/AFallugah/status/1716960995661472129
Tue Oct 24 23:32:36 +0000 2023,1716960915885793440,"Hari ini banget live podcast #SuaraPenentu pendaftaran bakal capres-cawapres Prabowo-Gibran!   Rabu, 25 Oktober 2023 08.00 WIB  Live di YouTube Narasi Newsroom dan TikTok Narasi. https://t.co/A7OACF0axU",4,5,4,13,in,1158355819512991747,1716960915885793440,NarasiNewsroom,https://twitter.com/NarasiNewsroom/status/1716960915885793440
Tue Oct 24 23:32:28 +0000 2023,1716960881194811462,"@Ahoong19 @G0mb4k @KhoirilAnwar_ @prabowo @gibran_tweet @BANGSAygSUJUD @bengkeldodo @99propaganda @alextham878 @Lembayung071 @drReUtari08 @Ndaxwz Dizaman rosulluh ada seorang anak muda berusia 18 tahun diangkat menjadi panglima perang untuk melawan Romawi. Hampir semua orang ragu dan tidak yakin. Tetapi usamah bin Zaid (anak muda) tersebut menunjukkan kemampuannya dan sukses besar mengalahkan lawannya. *Renungan""",0,0,0,0,in,2717547397,1716648150843490613,AlmaghribiS,https://twitter.com/AlmaghribiS/status/1716960881194811462
Tue Oct 24 23:32:05 +0000 2023,1716960786093052195,"Ini Rangkaian Acara Pendaftaran Prabowo Gibran ke KPU, Dimulai dari Kertanegara https://t.co/2Hg2usINE4",0,0,0,4,in,71436318,1716960786093052195,KompasTV,https://twitter.com/KompasTV/status/1716960786093052195
Tue Oct 24 23:31:58 +0000 2023,1716960754338005050,@PDemokrat @prabowo @gibran_tweet Koq bisa anak Jokowi ya?,0,0,0,1,in,2474041962,1716398615411970517,DonnyBonardo,https://twitter.com/DonnyBonardo/status/1716960754338005050
Tue Oct 24 23:31:53 +0000 2023,1716960733504934116,@Gojokaisen86 @SudaryonoSudar @prabowo @gibran_tweet Indonesia saat ini butuh pemimpin yang berani mengambil langkah yang berbeda daripada sebelum nya seperti pak prabowo dan mas gibran,0,0,0,0,in,707639560843468800,1716756427576848784,dsvwaikdjns,https://twitter.com/dsvwaikdjns/status/1716960733504934116
Tue Oct 24 23:31:46 +0000 2023,1716960706103591316,@ZulkifliLubis69 @prabowo @gibran_tweet @jokowi Banteng tenggelam 😂😂😂,0,0,0,0,in,940831049889787905,1716783179082924334,JabrikJunior2,https://twitter.com/JabrikJunior2/status/1716960706103591316
Tue Oct 24 23:31:37 +0000 2023,1716960667868311898,"@skawngurlfriend @psi_id @kaesangp @prabowo @gibran_tweet Wkakakaka seru bet politik 2024, jadi bingung milih mana tapi tetep gabakal bingung untuk tidak memilih anies",0,1,0,0,in,1368143247667699712,1716772382436917270,BlueWhaleHunter,https://twitter.com/BlueWhaleHunter/status/1716960667868311898
Tue Oct 24 23:31:37 +0000 2023,1716960666928742908,"Pak Prabowo melakukan blunder?   Membandingkan ‘kemudaan’ Sutan Sjahrir dengan ‘kemudaan’ Gibran.   Maksud pak Prabs, menyamakan Gibran dengan Sutan Sjahrir itu tentang “usia yang sama sama muda” sebagai politisi. Tentu bukan tentang “kompetensi”.   Masing masing sesuai eranya",1,7,1,8,in,1603576856573509633,1716960666928742908,Kimberley_2024,https://twitter.com/Kimberley_2024/status/1716960666928742908
Tue Oct 24 23:31:36 +0000 2023,1716960663296495987,Prabowo Soal Status Gibran di PDIP: Kami Senang Kalau Tetap Jadi Kader https://t.co/qk79g22CnC,6,6,2,16,in,17128975,1716960663296495987,CNNIndonesia,https://twitter.com/CNNIndonesia/status/1716960663296495987
Tue Oct 24 23:31:29 +0000 2023,1716960632853987459,@Gojokaisen86 @info_beragam Dengan di calonkan nya gibran pasti banyak suara anak muda yang pindah untuk mendukung pak prabowo untuk pilpres nanti,0,0,0,1,in,707639560843468800,1716718671870214443,dsvwaikdjns,https://twitter.com/dsvwaikdjns/status/1716960632853987459
Tue Oct 24 23:31:26 +0000 2023,1716960623706460546,@AgusYudhoyono @prabowo @gibran_tweet hmmm...karena bingung mas @AgusYudhoyono mau berlabuh ke mana lagi,0,0,0,0,in,1686304601988100096,1716305800397000801,needmrcaffeine,https://twitter.com/needmrcaffeine/status/1716960623706460546
Tue Oct 24 23:31:25 +0000 2023,1716960615791788291,Polda Metro Jaya akan berlakukan rekayasa lalu lintas pada hari ini saat pendaftaran Prabowo Subianto-Gibran Rakabuming Raka di Gedung Kantor Pemilihan Umum (KPU). https://t.co/NMaNDsEXww,0,0,0,0,in,1600779468544806914,1716960615791788291,terasjakartaid,https://twitter.com/terasjakartaid/status/1716960615791788291
Tue Oct 24 23:31:06 +0000 2023,1716960537236623704,@Gojokaisen86 @negativisme Saya sangat mendukung penuh untuk pak prabowo dan mas gibran agar bisa maju dalam pemilihan presiden selanjutnya dan bisa menang dalam 1 kali putaran,0,0,0,1,in,707639560843468800,1716638527952486735,dsvwaikdjns,https://twitter.com/dsvwaikdjns/status/1716960537236623704
Tue Oct 24 23:30:42 +0000 2023,1716960437974270130,"@Gojokaisen86 @negativisme Berikan aku 10 pemuda dan akan ku guncang duni, kata kata tersebut yang membuat saya yakin untuk memilih mas gibran untuk jadi pasangan pak prabowo karena anak muda dampaknya sangat besar terhadap perubahan",0,0,0,2,in,707639560843468800,1716638527952486735,dsvwaikdjns,https://twitter.com/dsvwaikdjns/status/1716960437974270130
Tue Oct 24 23:30:08 +0000 2023,1716960296542343254,"@andre_rosiade @gibran_tweet Bung @andre_rosiade sepertinya menarik , tapi Rakyat Lebih memilih AMIN , ITU nyatanya, dan sampaikan ke Prabowo usahakan jangan curang yaaaa 🫢🫢🫢",0,0,0,3,in,784760219150626820,1716953565057757268,mr_pahlewa,https://twitter.com/mr_pahlewa/status/1716960296542343254
Tue Oct 24 23:30:06 +0000 2023,1716960285335208244,@Metro_TV @prabowo @PDI_Perjuangan @gibran_tweet anak dijadiin tameng demi ijazah yg selama 10 tahun misterius dan viral di dunia gorong²,0,0,0,0,in,1670414636833992704,1716738862343676271,hendy20boy,https://twitter.com/hendy20boy/status/1716960285335208244
Tue Oct 24 23:30:00 +0000 2023,1716960262404895129,Alien Mus Ajak Kader Partai Golkar Solid Menangkan Duet Prabowo-Gibran #airlanggahartarto #kuningkeren #sayagolkar #partaigolkar #golkarpedia https://t.co/wJFduCGwLx,0,0,25,2,in,721898354502930433,1716960262404895129,golkarpedia,https://twitter.com/golkarpedia/status/1716960262404895129
Tue Oct 24 23:29:57 +0000 2023,1716960250031390999,"Rayuan: Prabowo Chill Banget Soal Status Gibran di PDIP, Hubungan Antar Partai Tetap Solid! https://t.co/iTq9y8Rndp",0,0,0,0,in,1691834850578485248,1716960250031390999,pituturid_,https://twitter.com/pituturid_/status/1716960250031390999
Tue Oct 24 23:29:35 +0000 2023,1716960155366240600,Forum Ulama dan Santri Deklarasi Dukung Prabowo Gibran https://t.co/mgTSwmuUVI,0,0,0,1,in,1090112460,1716960155366240600,jurnascom,https://twitter.com/jurnascom/status/1716960155366240600
Tue Oct 24 23:29:18 +0000 2023,1716960083836583973,Survei LSI Denny JA: Prabowo-Gibran Unggul di Pemilih NU https://t.co/kooKOQaW0Y,5,14,0,20,in,17128975,1716960083836583973,CNNIndonesia,https://twitter.com/CNNIndonesia/status/1716960083836583973
Tue Oct 24 23:29:14 +0000 2023,1716960068527411669,Nah bagus tuh kalau kasih nama pendukungnya pak prabowo dan mas gibran adalah gemoy min😅. Btw pinjem seratus dong min🙂🙂🙂🙂,0,0,0,0,in,707639560843468800,1716960068527411669,dsvwaikdjns,https://twitter.com/dsvwaikdjns/status/1716960068527411669
Tue Oct 24 23:29:12 +0000 2023,1716960058993746098,Polda Metro Jaya lakukan rekayasa lalu lintas saat deklarasi serta pendaftaran Prabowo dan Gibran ke KPU https://t.co/OvadDKdsE9,0,0,0,0,in,1450324371583553538,1716960058993746098,trenotoid,https://twitter.com/trenotoid/status/1716960058993746098
Tue Oct 24 23:28:56 +0000 2023,1716959991419326795,Prabowo ga bisa disetir...orangnya keras...suka lempar henpon...gebrak meja..! Gibran dikepret nantinya.. bisa jadi buat narik dukungun thok...,0,0,2,1,in,122411853,1716959991419326795,erson_forever,https://twitter.com/erson_forever/status/1716959991419326795
Tue Oct 24 23:28:54 +0000 2023,1716959982435160276,"@DrPullmanrogers @ainunnajib @Kenzu_001 @jokowi @prabowo @gibran_tweet Yang coblos rakyat tapi elit punya sumber daya dan sumber dana itu membeli dukungan, murah kok tak perlu beli seluruh rakyat indonesia,, cukup ratusan ribu masa dikumpulkan dan sorot media",0,0,0,2,in,1593826699749494784,1714434373041484030,RagaSukma_1,https://twitter.com/RagaSukma_1/status/1716959982435160276
Tue Oct 24 23:28:20 +0000 2023,1716959841603010585,Ganjar-mahfud Anies-cak imin Prabowo-gibran Jojo-jeje. Udah saatnya menggebrak dunia. Pagi yah. https://t.co/N7qIJTG5Ua,1,2,1,1,in,3003313746,1716959841603010585,nsweetyz,https://twitter.com/nsweetyz/status/1716959841603010585
Tue Oct 24 23:28:11 +0000 2023,1716959803229274470,Kaesang Yakin Prabowo-Gibran Bisa Bawa Indonesia jadi Lebih ... - Merah Putih https://t.co/K3JMA3RpqM #Jokowinomics #MenataMasaDepan #BersamaPrabowo,0,0,5,0,in,617983548,1716959803229274470,LoveThatBoyLiam,https://twitter.com/LoveThatBoyLiam/status/1716959803229274470
Tue Oct 24 23:28:11 +0000 2023,1716959802918846690,Kaesang Yakin Prabowo-Gibran Bisa Bawa Indonesia jadi Lebih ... - Merah Putih https://t.co/FPSv4oiz7b #Jokowinomics #MenataMasaDepan #BersamaPrabowo,0,0,6,1,in,1621379469125775363,1716959802918846690,moammarfatahil1,https://twitter.com/moammarfatahil1/status/1716959802918846690
Tue Oct 24 23:28:06 +0000 2023,1716959781058166795,"Hindari Macet, Ini Rekayasa Lalin Saat Prabowo-Gibran Daftar KPU https://t.co/qQJR3tgTgc",0,0,0,0,in,1582972008479920129,1716959781058166795,BloombergTZ,https://twitter.com/BloombergTZ/status/1716959781058166795
Tue Oct 24 23:28:05 +0000 2023,1716959779816669541,Kaesang Yakin Prabowo-Gibran Bisa Bawa Indonesia jadi Lebih ... - Merah Putih https://t.co/KXarv2PDyI #Jokowinomics #MenataMasaDepan #BersamaPrabowo,0,0,5,0,in,617688782,1716959779816669541,Jason20865405,https://twitter.com/Jason20865405/status/1716959779816669541
Tue Oct 24 23:27:31 +0000 2023,1716959636748943534,@Gojokaisen86 @kompascom Beliau sosok berani dan mau ambil resiko dan beda dari yang lainnya. Saya sangat setuju kalau pak prabowo dipasangkan dengan mas gibran dalam pilpres nanti,0,0,0,0,in,780718575271055360,1716823135939653663,hddfsysgdcoghu,https://twitter.com/hddfsysgdcoghu/status/1716959636748943534
Tue Oct 24 23:27:17 +0000 2023,1716959577248596388,"@andre_rosiade @gibran_tweet Kami sekampung, kerabat, kenalan tetangga yg dulu memilih Prabowo sdh berubah dan tidak akan memilihnya lagi.  Ingek itu dek ang.",0,0,0,0,in,153968109,1716953565057757268,david_son2863,https://twitter.com/david_son2863/status/1716959577248596388
Tue Oct 24 23:27:15 +0000 2023,1716959570311205248,@ajengcute16__ Nggk tahu permainan tingkat elit kl mau fair di tingkat masyarat bawah hampir surut suara Prabowo walaupun diunggulkan survei dia cuman jd banyolan politik ditambah kontroversi Gibran kalangan bawah  jd muak dan jijik dgn cara main kalian,0,0,0,0,in,1129176352668577792,1716686295911817592,menakdobol,https://twitter.com/menakdobol/status/1716959570311205248
Tue Oct 24 23:27:02 +0000 2023,1716959516271755488,@psi_id @kaesangp @prabowo @gibran_tweet PO BOX https://t.co/f5kcU69kzB,0,0,0,0,es,1517858994026471424,1716772382436917270,NohChann,https://twitter.com/NohChann/status/1716959516271755488
Tue Oct 24 23:26:58 +0000 2023,1716959496734724536,Sosok Konglomerat RI Ini Yakin Prabowo-Gibran Menang Pilpres https://t.co/ws6JjuxPDa,0,0,0,0,in,847372542830444544,1716959496734724536,cnbcindonesia,https://twitter.com/cnbcindonesia/status/1716959496734724536
Tue Oct 24 23:26:44 +0000 2023,1716959439297908977,@Gojokaisen86 @detikcom Saya juga berharap program program kerja yang dibuat nanti dan akan diungkapkan dalam debat pilpres dari pasangan pak prabowo dan mas gibran bisa benar-benar membuat program kerja yang nyata untuk bisa dilakukan di masa yang akan datang,0,0,0,0,in,780718575271055360,1716797004280709354,hddfsysgdcoghu,https://twitter.com/hddfsysgdcoghu/status/1716959439297908977
Tue Oct 24 23:26:07 +0000 2023,1716959284335165529,"@Aryprasetyo85 @gm_gm @psi_id @007koteka @03__nakula @__AnakKolong @aan_muba @AntoniusCDN @Dennysiregar7 @FirzaHusainID @gibran_tweet @GunRomli @Miduk17 Kalau lihat Rekam jejak Prabowo, waktu kampanye 2019, setuju korupsi sedikit gak apa², pernyataan  bahwa FPI tidak salah, dekat dengan FPI itu aja menunjukkan bahwa Prabowo dekat dengan Radikalisme. Berlawanan dengan apa yg selama ini PSI  Gaungkan ternyata boong u/ dapat suara🤔",0,0,0,1,in,1520816705098108930,1716836037627085223,Leman12977677,https://twitter.com/Leman12977677/status/1716959284335165529
Tue Oct 24 23:25:40 +0000 2023,1716959171298607223,"@kompascom Hmm... Bener sih, kalau gibran nggak keluar dari PDIP, siapapun yang menang diantara ganjar atau prabowo, tetap PDIP ada di sana.   Yang kita liat bukan yang terjadi sebenarnya. Di depan kayak berantem, di belakang mereka tetep ngopi bareng.  Bego aja kalo kita, rakyat, yg ribut",1,5,3,16,in,77098425,1716942684173267071,malesbangunaja,https://twitter.com/malesbangunaja/status/1716959171298607223
Tue Oct 24 23:25:10 +0000 2023,1716959044584513925,Kaesang Yakin Prabowo-Gibran Bisa Bawa Indonesia jadi Lebih ... - Merah Putih https://t.co/OCgqFj9qYW #Jokowinomics #MenataMasaDepan #BersamaPrabowo,0,0,5,0,in,4756014072,1716959044584513925,cuteysi,https://twitter.com/cuteysi/status/1716959044584513925
Tue Oct 24 23:25:01 +0000 2023,1716959006118514916,"@dewiirawan13 Prabowo meminang gibran 7x Jkw sllu menolaknya, IKN itu proyek maha besar klo terbengkalai sia tuh ..knp gibran sampe hari ini blm dipecat...?? Ato mega sebenarnya setengah hati dukung GP""",0,0,0,0,in,318831793,1716597343573959013,Thole_7,https://twitter.com/Thole_7/status/1716959006118514916
Tue Oct 24 23:24:55 +0000 2023,1716958980491313605,Hari ini Mengawal Kemenangan Indonesia Maju 🇮🇩  25 Oktober 2023 ~&gt  @KPU_ID  #Projo #Jokowi #Gibran #Prabowo https://t.co/iTY6mNcPHj,0,0,9,18,in,872175115793858561,1716958980491313605,RcyberProj0,https://twitter.com/RcyberProj0/status/1716958980491313605
Tue Oct 24 23:24:15 +0000 2023,1716958815281963196,"@kompascom Jelas susi susanti berjuang keras bertahun bermandikan keringat tenaga biaya demi prestasi harumkan bangsa negara  Bukannya sperti Gibran prestasi Instan di krn kan anak presiden bagi prabowo adlah suatu kebodohan pilih dia sbg cawapres krn rakyat skrg semua rata"" sdh cerdas""",0,1,1,4,in,1119744609007980544,1716949969373143118,MT93990025,https://twitter.com/MT93990025/status/1716958815281963196
Tue Oct 24 23:24:05 +0000 2023,1716958773947019399,Prabowo Belum Tahu soal Status Gibran di PDIP https://t.co/UHO63e5ipE,0,0,0,0,in,552523769,1716958773947019399,KATADATAcoid,https://twitter.com/KATADATAcoid/status/1716958773947019399
Tue Oct 24 23:24:05 +0000 2023,1716958773032710608,"@dwiputro89 @chandra_siap @kompascom Tidak ada masalah kalau mengacu pada pasal yang dia sebut.  Gibran diusulkan oleh kubu Prabowo, tapi kan tidak diusulkan oleh kubu PDIP.  Yang dibilang Prabowo kan silakan Gibran tetap jadi kader PDIP.",0,1,0,1,in,409591666,1716942684173267071,ask_rizqi,https://twitter.com/ask_rizqi/status/1716958773032710608
Tue Oct 24 23:24:02 +0000 2023,1716958758981783675,Prabowo Gibran 2024!,0,0,0,0,en,109998829,1716958758981783675,kinghendry,https://twitter.com/kinghendry/status/1716958758981783675
Tue Oct 24 23:23:41 +0000 2023,1716958673015333252,"Pasangan Prabowo - Gibran Rakabuming Raka Paslon paling realistis . 1. Keduanya tidak pernah dipanggil KPK. 2. Keduanya sosok berprestasi, berprestasi berbasis data yang objektif dan nyata, bukan manipulatif. 3. Keduanya bukan tipe hanya pandai cakap tak pandai kerja. https://t.co/7Q9N34lOEV",0,0,3,6,in,1653016001834000385,1716958673015333252,NilaWati375469,https://twitter.com/NilaWati375469/status/1716958673015333252
Tue Oct 24 23:23:03 +0000 2023,1716958511278760378,"Diketahui, rencananya Prabowo-Gibran akan berangkat dari rumah Prabowo di Kertanegara dan selanjutnya menuju ke Indonesia Arena yang berada di kompleks GBK.  #MostUpdate1058 #MostElectionUpdate1058",0,0,0,0,in,85805755,1716958509089378304,most1058,https://twitter.com/most1058/status/1716958511278760378
Tue Oct 24 23:23:02 +0000 2023,1716958509089378304,"Ditlantas Polda Metro Jaya menyiapkan rekayasa lalu lintas di sekitar kompleks Gelora Bung Karno guna mengantisipasi kemacetan saat proses pendaftaran pasangan Prabowo Subianto-Gibran Rakabuming Raka, Rabu (25/10). https://t.co/ejJjiDkmXk",0,1,0,0,in,85805755,1716958509089378304,most1058,https://twitter.com/most1058/status/1716958509089378304
Tue Oct 24 23:22:51 +0000 2023,1716958461857296577,"Diumumkan Kaesang, PSI Resmi Dukung Prabowo-Gibran di Pilpres 2024 https://t.co/Cvl59lgvg7",0,0,0,0,in,261160000,1716958461857296577,Newstagar,https://twitter.com/Newstagar/status/1716958461857296577
Tue Oct 24 23:22:44 +0000 2023,1716958433352790410,"Jaga Hubungan dengan Seluruh Parpol, Prabowo Lebih Senang Gibran Tetap Jadi Kader PDIP https://t.co/vObYoIWoso",0,6,8,8,in,887743587579944960,1716958433352790410,OposisiCerdas,https://twitter.com/OposisiCerdas/status/1716958433352790410
Tue Oct 24 23:22:05 +0000 2023,1716958268386619796,@TeddGus @prabowo @ganjarpranowo @gibran_tweet Itu artinya dia paham kalau terima tawaran itu bakal jadi petugas partai kyk Ganjar.,0,0,0,0,in,1079585888538058753,1716667760988885320,jumperkid10,https://twitter.com/jumperkid10/status/1716958268386619796
Tue Oct 24 23:21:59 +0000 2023,1716958243019530375,@Gojokaisen86 @info_beragam Berharap yang terbaik untuk paslon pak prabowo dan mas gibran untuk Indonesia emas nanti nya dan bisa benar-benar terwujud,0,0,0,0,in,780718575271055360,1716635631538081977,hddfsysgdcoghu,https://twitter.com/hddfsysgdcoghu/status/1716958243019530375
Tue Oct 24 23:21:15 +0000 2023,1716958059379994998,@Miduk17 Politikus kok urus bursa shm. hari ini selasa idx naik tinggi. Apa artinya pelaku pasar berbalik dukjng prabowo gibran?,0,0,0,0,in,1604386458608865281,1716413607796494610,Jimmi12611,https://twitter.com/Jimmi12611/status/1716958059379994998
Tue Oct 24 23:21:11 +0000 2023,1716958043324485676,@Gojokaisen86 @SudaryonoSudar @prabowo @gibran_tweet Karena kan saat ini masyarakat sudah sangat mengerti calon pemimpin yang dibutuhkan saat ini seperti apa dan pak prabowo tentu saja masuk ke dalam semua kriteria yang ada sebagai seorang pemimpin yang hebat,0,0,0,0,in,780718575271055360,1716756427576848784,hddfsysgdcoghu,https://twitter.com/hddfsysgdcoghu/status/1716958043324485676
Tue Oct 24 23:20:58 +0000 2023,1716957987007574397,"Gibran Jadi Cawapres Prabowo, PDIP Siap-Siap Lakukan Ini https://t.co/kClXDe5Zkw",0,0,0,0,in,847372542830444544,1716957987007574397,cnbcindonesia,https://twitter.com/cnbcindonesia/status/1716957987007574397
Tue Oct 24 23:20:57 +0000 2023,1716957983283028027,@Tita83079013 @gibran_tweet Memangnya pak Prabowo punya isteri?,0,0,0,0,in,2515756261,1716405040179712408,Sigitsoenoto,https://twitter.com/Sigitsoenoto/status/1716957983283028027
Tue Oct 24 23:20:21 +0000 2023,1716957833802236406,"@Gerindra @prabowo @gibran_tweet sebelum jadi presiden dan wakil 2024, tolong min bantu kurangi jumlah pengangguran, p p info loker🫶",0,0,0,0,in,1292746276463771648,1716260706981650453,shishisquare,https://twitter.com/shishisquare/status/1716957833802236406
Tue Oct 24 23:20:14 +0000 2023,1716957801526985209,@heelme_d_a @chandra_siap @dwiputro89 @kompascom Lah ya emg bener nanya salah nya dmana?  Di media kan prabowo hanya bilang silakan gibran tetap di partai PDIP. Bukan silakan gibran di calonkan PDIP. Aturan Itu kan tentang tidak boleh di calonkan oleh partai politik lain B ketika sudah di calon partai pokitik A. Wkwk,0,1,0,9,in,1033711140,1716942684173267071,RamdhanAjaa,https://twitter.com/RamdhanAjaa/status/1716957801526985209
Tue Oct 24 23:20:10 +0000 2023,1716957786641408427,Gibran bocorkan rencana pertemuan dengan Prabowo Subianto - ANTARA https://t.co/6hwz4Anc8q #Jokowinomics #MenataMasaDepan #PrabowoPetugasRakyat,0,0,10,0,in,797615281455525888,1716957786641408427,AzzrielAzaryahu,https://twitter.com/AzzrielAzaryahu/status/1716957786641408427
Tue Oct 24 23:20:10 +0000 2023,1716957784460394514,@Gojokaisen86 @info_beragam Pokoknya tetap akan mendukung pak prabowo dan mas gibran dalam pemilu 2024 nanti. Semoga jalannya dipermudah ya pak karena niat bapak adalah ingin mengabdikan hidup bagi negeri ini kedepan,0,0,0,0,in,780718575271055360,1716718671870214443,hddfsysgdcoghu,https://twitter.com/hddfsysgdcoghu/status/1716957784460394514
Tue Oct 24 23:19:52 +0000 2023,1716957711886430662,"@MrVengki @gibran_tweet lu aja bang, gua all in prabowo gibran",0,0,0,0,in,1176486627985612800,1716110586361307599,ajengwidiasmh,https://twitter.com/ajengwidiasmh/status/1716957711886430662
Tue Oct 24 23:19:49 +0000 2023,1716957700201070864,"Yang penting bisa mengontrol emosi, krn begitulah barangkali kodratnya. Prabowo Heran Dibilang Tua dan Gibran Disebut Terlalu Muda: Yang Bener Lo Aja https://t.co/PQKMPfHqLo",0,0,0,0,in,1604411514168803329,1716957700201070864,KadarrusmanIyus,https://twitter.com/KadarrusmanIyus/status/1716957700201070864
Tue Oct 24 23:19:32 +0000 2023,1716957629065699783,@drReUtari08 @prabowo @gibran_tweet @anismatta @AgusYudhoyono @airlangga_hrt @Yusrilihza_Mhd @ZUL_Hasan Selamat konstitusi dari jokowi dan anteknya,0,0,0,0,in,228630746,1716816656083939710,bonkq_rui,https://twitter.com/bonkq_rui/status/1716957629065699783
Tue Oct 24 23:18:52 +0000 2023,1716957461188637147,Alhamdulillah KPU memutuskan Usia Cawapres minimal 40 tahun Batal dan Gagalkan Pasangan Prabowo Gibran Daftar ke KPU MAMPUS kalian,0,0,0,0,in,1552655430773800960,1716957461188637147,agungs4life,https://twitter.com/agungs4life/status/1716957461188637147
Tue Oct 24 23:18:38 +0000 2023,1716957399284900258,"Hari Ini, Prabowo-Gibran Daftar Pilpres 2024 ke KPU https://t.co/WjYmDKjQIa",3,10,2,7,in,71436318,1716957399284900258,KompasTV,https://twitter.com/KompasTV/status/1716957399284900258
Tue Oct 24 23:18:38 +0000 2023,1716957398722863181,"@DokterTifa Herannya, @prabowo @golkar_id @Official_PAN @PDemokrat kok sudah dibutakan kenyataan bahwa @gibran_tweet tidak tampak serius menerima pencawapresan KIM. Dideklarasikan malah nonton bal2an. Mau daftar ke @KPU_ID harus dijemput @zul_hasan pakai private jet. Gimana jadi wapres??",0,0,0,0,in,2800831814,1716951538059628733,raetse,https://twitter.com/raetse/status/1716957398722863181
Tue Oct 24 23:18:36 +0000 2023,1716957390543938036,"Polisi Rekayasa Lalu Lintas saat Prabowo-Gibran Daftar ke KPU, Ini Rutenya https://t.co/g1q8GNoqxO",0,0,0,0,in,944180887171743745,1716957390543938036,inewsdotid,https://twitter.com/inewsdotid/status/1716957390543938036
Tue Oct 24 23:18:34 +0000 2023,1716957384822939744,"Gibran Jadi Bacawapres Prabowo, FX Rudy: Kembalikan KTA PDIP https://t.co/bCU5WmGoo3",2,18,7,47,in,71436318,1716957384822939744,KompasTV,https://twitter.com/KompasTV/status/1716957384822939744
Tue Oct 24 23:18:18 +0000 2023,1716957317646967185,@kompascom Mau gibran dsri partai alam ghaib pun tak mslh yg penting PRABOWO BERKUASA   Dah ejakulasi utk berkuasa..,0,0,0,0,in,563538555,1716942684173267071,Adekke44,https://twitter.com/Adekke44/status/1716957317646967185
Tue Oct 24 23:18:12 +0000 2023,1716957292904743375,@Gojokaisen86 @negativisme Saya sih berharap sekali pak prabowo dan mas gibran bisa menjadi sosok pemimpin yang adil dan bisa mencintai rakyat nya dan juga tanah airnya sendiri. Selalu mengutamakan kepentingan rakyat diatas kepentingan apapun. Semoga saja memang seperti itu,0,0,0,0,in,780718575271055360,1716638527952486735,hddfsysgdcoghu,https://twitter.com/hddfsysgdcoghu/status/1716957292904743375
Tue Oct 24 23:18:12 +0000 2023,1716957292690841834,@hasyimmah @aniesbaswedan @cakimiNOW @ganjarpranowo @mohmahfudmd @prabowo @gibran_tweet Apakah berarti siapa yang folbek yang akan dipilih? 😀,0,0,0,0,in,1657959021519994880,1716627584363172196,pikir_santuy,https://twitter.com/pikir_santuy/status/1716957292690841834
Tue Oct 24 23:18:11 +0000 2023,1716957287368282213,@chandra_siap @kompascom kalo Ganjar yg jadi cawapres Prabowo baru ga boleh.. gibran kan ga dicalonin ama PDIP gimana sih om..,0,0,0,5,in,378145154,1716942684173267071,Odoi_doi,https://twitter.com/Odoi_doi/status/1716957287368282213
Tue Oct 24 23:18:09 +0000 2023,1716957280661606730,"Prabowo-Gibran Daftar ke KPU Hari Ini, Diantar Seluruh Ketum KIM - detikNews https://t.co/DMw6DbvQVW #Jokowinomics #MenataMasaDepan #BersamaPrabowo",0,0,5,0,in,617688782,1716957280661606730,Jason20865405,https://twitter.com/Jason20865405/status/1716957280661606730
